gravedad,fecha,a_o,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,condicion_de_la_victima,clase_de_siniestro,genero,lesionado,homicidios,clinica,clase_vehiculo,marca,tipo_de_servicio,empresa
MUERTO,2021-08-15T00:00:00.000,2021,,NOCHE,DOMINGO,VIA PALMIRA -POTRERILLO,KMT 11 + 100 MTS,RURAL,TECNICO,"3,56976","-76,21568",ACOMPAÑANTE MOTOCICLISTA,CHOQUE OBJETO FIJO,MASCULINO,NO APLICA,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-16T00:00:00.000,2021,,MADRUGADA,LUNES,VIA PALMIRA TIENDA NUEVA,CALLE 44 N 10-51,URBANA,TECNICO,"3,53996","-76,28309",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-16T00:00:00.000,2021,,MADRUGADA,LUNES,VIA PALMIRA TIENDA NUEVA,CALLE 44 N 10-51,URBANA,TECNICO,"3,53996","-76,28309",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-08-16T00:00:00.000,2021,,TARDE,LUNES,SANTA ISABEL,CARRERA 28 CALLE 45,URBANA,TECNICO,"3,54071","-76,29678",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-16T00:00:00.000,2021,,TARDE,LUNES,SANTA ISABEL,CARRERA 28 CALLE 45,URBANA,TECNICO,"3,54071","-76,29678",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,UNITAX
HERIDOS,2021-08-20T00:00:00.000,2021,,MAÑANA,VIERNES,FLORES,CALLE 30 CARRERA 3-4,URBANA,TECNICO,"3,52249","-76,27973",CICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,BICICLETA,ROGFIT,PARTICULAR,NO APLICA
HERIDOS,2021-08-20T00:00:00.000,2021,,MAÑANA,VIERNES,FLORES,CALLE 30 CARRERA 3-4,URBANA,TECNICO,"3,52249","-76,27973",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,VOLKSWAGEN,PUBLICO,NO APLICA
HERIDOS,2021-08-16T00:00:00.000,2021,,NOCHE,LUNES,ZAMORANO,DIAGONAL 28 TRASVERSAL 7B-7C,URBANA,TECNICO,"3,50632","-76,29968",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-16T00:00:00.000,2021,,NOCHE,LUNES,ZAMORANO,DIAGONAL 28 TRASVERSAL 78-76,URBANA,TECNICO,"3,50632","-76,29968",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-08-16T00:00:00.000,2021,,NOCHE,LUNES,ZAMORANO,DIAGONAL 28 TRASVERSAL 78-76,URBANA,TECNICO,"3,50632","-76,29968",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-16T00:00:00.000,2021,,NOCHE,LUNES,SAN PEDRO,CARRERA 19 CALLE 37 97,URBANA,TECNICO,"3,53314","-76,29052",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-08-16T00:00:00.000,2021,,NOCHE,LUNES,SAN PEDRO,CARRERA 19 CALLE 37 97,URBANA,TECNICO,"3,53314","-76,29052",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-16T00:00:00.000,2021,,NOCHE,LUNES,SAN PEDRO,CARRERA 19 CALLE 37-17,URBANA,TECNICO,"3,53314","-76,29052",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
MUERTO,2021-08-16T00:00:00.000,2021,,NOCHE,LUNES,VIA PALMIRA - PRADERA,KM 79 + 500 MTS,RURAL,POLICIA,"3,50453","-76,24229",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,1,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-17T00:00:00.000,2021,,TARDE,MARTES,ESTONIA,CALLE 42 CARRERA 32,URBANA,TECNICO,"3,53838","-76,30089",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
DAÑOS,2021-08-17T00:00:00.000,2021,,TARDE,MARTES,ESTONIA,CALLE 42 CARRERA 32,URBANA,TECNICO,"3,53838","-76,30089",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MAQUINARIA,HELI,PARTICULAR,NO APLICA
HERIDOS,2021-09-04T00:00:00.000,2021,,NOCHE,SABADO,COLOMBINA,CALLE 29 CARRERA 13,URBANA,TECNICO,"3,52458","-76,28663",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,RAUL,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-17T00:00:00.000,2021,,TARDE,MARTES,SANTA BARBARA,CALLE 31 CARRERA 44,URBANA,TECNICO,"3,52939","-76,31654",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-08-17T00:00:00.000,2021,,TARDE,MARTES,SANTA BARBARA,CALLE 31 CARRERA 44,URBANA,TECNICO,"3,52939","-76,31654",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-08-17T00:00:00.000,2021,,TARDE,MARTES,SESQUI,CARRERA 32 CALLE 10,URBANA,TECNICO,"3,51038","-76,3071",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-08-17T00:00:00.000,2021,,TARDE,MARTES,SESQUI,CARRERA 32 CALLE 10,URBANA,TECNICO,"3,51038","-76,3071",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-17T00:00:00.000,2021,,NOCHE,MARTES,EMILIA,CALLE 41 CARRERA 36,URBANA,TECNICO,"3,53797","-76,30738",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,PALMERAS
DAÑOS,2021-08-17T00:00:00.000,2021,,NOCHE,MARTES,EMILIA,CALLE 41 CARRERA 36,URBANA,TECNICO,"3,53797","-76,30738",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-08-18T00:00:00.000,2021,,MAÑANA,MIERCOLES,COLOMBIA,CALLE 36 CARRERA 29,URBANA,TECNICO,"3,53294","-76,29887",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,NO APLICA
DAÑOS,2021-08-18T00:00:00.000,2021,,MAÑANA,MIERCOLES,COLOMBIA,CALLE 36 CARRERA 29,URBANA,TECNICO,"3,53294","-76,29887",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-08-18T00:00:00.000,2021,,TARDE,MIERCOLES,RECREO,CALLE 22 CARRERA 25,URBANA,TECNICO,"3,51994","-76,29741",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YTVS,PARTICULAR,NO APLICA
DAÑOS,2021-08-18T00:00:00.000,2021,,TARDE,MIERCOLES,RECREO,CALLE 22 CARRERA 25,URBANA,TECNICO,"3,51994","-76,29741",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,FORD,PARTICULAR,NO APLICA
DAÑOS,2021-08-19T00:00:00.000,2021,,TARDE,JUEVES,CHAPINERO SUR,CARRERA 32 CALLE 11-56,URBANA,TECNICO,"3,51095","-76,30689",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-08-19T00:00:00.000,2021,,TARDE,JUEVES,CHAPINERO SUR,CARRERA 32 CALLE 11-56,URBANA,TECNICO,"3,51095","-76,30689",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,AUTECO,PARTICULAR,NO APLICA
DAÑOS,2021-08-19T00:00:00.000,2021,,MAÑANA,JUEVES,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,"3,53813","-76,29705",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MICROBUS,CHEVROLET,PUBLICO,NO APLICA
DAÑOS,2021-08-19T00:00:00.000,2021,,MAÑANA,JUEVES,VERSALLES,CALLE 42 CARRERA 28,URBANA,TECNICO,"3,53813","-76,29705",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
DAÑOS,2021-08-19T00:00:00.000,2021,,NOCHE,JUEVES,ALTAMIRA,CALLE 46 CARRERA 19,URBANA,TECNICO,"3,54093","-76,29091",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,GMC,PARTICULAR,NO APLICA
DAÑOS,2021-08-19T00:00:00.000,2021,,NOCHE,JUEVES,ALTAMIRA,CALLE 46 CARRERA 19,URBANA,TECNICO,"3,54093","-76,29091",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-08-19T00:00:00.000,2021,,NOCHE,JUEVES,VIA PALMIRA BARRANCAS,KM 4 + 700 MTS,URBANA,TECNICO,"3,54473","-76,26657",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,AUTECO,PARTICULAR,NO APLICA
HERIDOS,2021-08-19T00:00:00.000,2021,,NOCHE,JUEVES,VIA PALMIRA BARRANCAS,KM 4 + 700 MTS,URBANA,TECNICO,"3,54473","-76,26657",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-19T00:00:00.000,2021,,NOCHE,JUEVES,VIA PALMIRA BARRANCAS,KM 4 + 700 MTS,URBANA,TECNICO,"3,54473","-76,26657",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-20T00:00:00.000,2021,,MAÑANA,VIERNES,OBRERO,CALLE 35 CARRERA 26,URBANA,TECNICO,"3,53173","-76,29643",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-08-20T00:00:00.000,2021,,MAÑANA,VIERNES,OBRERO,CALLE 35 CARRERA 26,URBANA,TECNICO,"3,53173","-76,29643",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,VICTORY,PARTICULAR,NO APLICA
HERIDOS,2021-08-20T00:00:00.000,2021,,MAÑANA,VIERNES,OBRERO,CALLE 35 CARRERA 26,URBANA,TECNICO,"3,53173","-76,29643",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,ACB,PARTICULAR,NO APLICA
HERIDOS,2021-08-20T00:00:00.000,2021,,TARDE,VIERNES,JARDIN,CARRERA 1 CALLE 32B-17,URBANA,TECNICO,"3,52773","-76,27746",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-08-20T00:00:00.000,2021,,TARDE,VIERNES,JARDIN,CARRERA 1 CALLE 32B-17,URBANA,TECNICO,"3,52773","-76,27746",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,VOLQUETA,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-08-21T00:00:00.000,2021,,MADRUGADA,SABADO,FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,"3,52095","-76,27794",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PUBLICO,NO APLICA
HERIDOS,2021-08-21T00:00:00.000,2021,,MADRUGADA,SABADO,FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,"3,52095","-76,27794",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-08-21T00:00:00.000,2021,,MAÑANA,SABADO,JARDIN,CARRERA 1 CALLE 32B-05,URBANA,TECNICO,"3,52773","-76,27746",MOTOCICLISTA,ATROPELLO,MASCULINO,1,NO APLICA,PALMIRA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-08-21T00:00:00.000,2021,,MAÑANA,SABADO,JARDIN,CARRERA 1 CALLE 32B-05,URBANA,TECNICO,"3,52773","-76,27746",PEATON,ATROPELLO,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-22T00:00:00.000,2021,,TARDE,DOMINGO,CORONADO,TRASNVERSAL 39 CALLE 51,URBANA,TECNICO,"3,5447","-76,30819",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-08-22T00:00:00.000,2021,,TARDE,DOMINGO,CORONADO,TRASNVERSAL 39 CALLE 51,URBANA,TECNICO,"3,5447","-76,30819",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HERO,PARTICULAR,NO APLICA
MUERTO,2021-01-23T00:00:00.000,2021,,MAÑANA,DOMINGO,VIA CALI - PALMIRA SUR,KM 14 + 100 MTS,RURAL,POLICIA,"3,51955","-76,36255",PEATON,ATROPELLO,MASCULINO,NO APLICA,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
MUERTO,2021-01-27T00:00:00.000,2021,,MAÑANA,MIERCOLES,VIA SUCROMILLE - EL CERRITO,KM 44  + 500 MTS,RURAL,POLICIA,"3,49007","-76,32722",MOTOCICLISTA,VOLCAMIENTO,MASCULINO,NO APLICA,1,NO APLICA,MOTO,HERO,PARTICULAR,NO APLICA
MUERTO,2021-01-31T00:00:00.000,2021,,NOCHE,DOMINGO,VIA  CALI - PALMIRA NORTE,KM 8  + 500 MTS,RURAL,POLICIA,"3,50605","-76,42052",MOTOCICLISTA,VOLCAMIENTO,MASCULINO,NO APLICA,1,NO APLICA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-08-22T00:00:00.000,2021,,TARDE,DOMINGO,TRINIDAD,CALLE 29 CARRERA23,URBANA,TECNICO,"3,52554","-76,29489",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,MERCEDES,PARTICULAR,NO APLICA
HERIDOS,2021-08-22T00:00:00.000,2021,,TARDE,DOMINGO,TRINIDAD,CALLE 29 CARRERA23,URBANA,TECNICO,"3,52554","-76,29489",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,VICTORY,PARTICULAR,NO APLICA
HERIDOS,2021-08-22T00:00:00.000,2021,,TARDE,DOMINGO,TRINIDAD,CALLE 29 CARRERA23,URBANA,TECNICO,"3,52554","-76,29489",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
DAÑOS,2021-08-22T00:00:00.000,2021,,TARDE,DOMINGO,ZAMORANO,CARRERA 28 CALLE 69-70,URBANA,TECNICO,"3,55641","-76,29157",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-22T00:00:00.000,2021,,TARDE,DOMINGO,ZAMORANO,CARRERA 28 CALLE 69-70,URBANA,TECNICO,"3,55641","-76,29157",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,BATC,PARTICULAR,NO APLICA
DAÑOS,2021-08-22T00:00:00.000,2021,,NOCHE,DOMINGO,VIA PALMIRA TABLONES,KM 11,RURAL,TECNICO,"3,57026","-76,21575",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-08-22T00:00:00.000,2021,,NOCHE,DOMINGO,VIA PALMIRA TABLONES,KM 11,RURAL,TECNICO,"3,57026","-76,21575",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-23T00:00:00.000,2021,,TARDE,LUNES,COLOMBINA,CALLE 30 CARRERA 20,URBANA,TECNICO,"3,52611","-76,29221",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,HAFEI,PARTICULAR,NO APLICA
DAÑOS,2021-08-23T00:00:00.000,2021,,TARDE,LUNES,COLOMBINA,CALLE 30 CARRERA 20,URBANA,TECNICO,"3,52611","-76,29221",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-08-23T00:00:00.000,2021,,MAÑANA,LUNES,ESTONIA,CALLE 46 CARRERA 32,URBANA,TECNICO,"3,5415","-76,30071",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-23T00:00:00.000,2021,,MAÑANA,LUNES,ESTONIA,CALLE 46 CARRERA 32,URBANA,TECNICO,"3,5415","-76,30071",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,DATSUN,PARTICULAR,NO APLICA
DAÑOS,2021-08-21T00:00:00.000,2021,,TARDE,SABADO,LIBRTAD,CARRERA 10 CALLE 39,URBANA,TECNICO,"3,53514","-76,28355",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-21T00:00:00.000,2021,,TARDE,SABADO,LIBRTAD,CARRERA 10 CALLE 39,URBANA,TECNICO,"3,53514","-76,28355",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-08-21T00:00:00.000,2021,,TARDE,SABADO,ZAMORANO,CARRERA 28 CALLE 60,URBANA,TECNICO,"3,55071","-76,29431",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-21T00:00:00.000,2021,,TARDE,SABADO,ZAMORANO,CARRERA 28 CALLE 60,URBANA,TECNICO,"3,55071","-76,29431",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,AGRALE,PARTICULAR,NO APLICA
HERIDOS,2021-08-21T00:00:00.000,2021,,TARDE,SABADO,PRIMERO DE MAYO,CALLE 41 CARRERA 12,URBANA,TECNICO,"3,53634","-76,28492",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,VICTORY,PARTICULAR,NO APLICA
HERIDOS,2021-08-21T00:00:00.000,2021,,TARDE,SABADO,PRIMERO DE MAYO,CALLE 41 CARRERA 12,URBANA,TECNICO,"3,53634","-76,28492",CICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,BICICLETA,TREK,PARTICULAR,NO APLICA
HERIDOS,2021-08-22T00:00:00.000,2021,,MADRUGADA,DOMINGO,CENTRO,CALLE 29 CARRERA 33,URBANA,TECNICO,"3,52671","-76,30343",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-08-22T00:00:00.000,2021,,MADRUGADA,DOMINGO,CENTRO,CALLE 29 CARRERA 33,URBANA,TECNICO,"3,52671","-76,30343",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-08-22T00:00:00.000,2021,,MADRUGADA,DOMINGO,CENTRO,CALLE 29 CARRERA 33,URBANA,TECNICO,"3,52671","-76,30343",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-08-25T00:00:00.000,2021,,TARDE,MIERCOLES,EMILIA,CALLE 36 CARRERA 35-14,URBANA,TECNICO,"3,5344","-76,30583",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
DAÑOS,2021-08-25T00:00:00.000,2021,,TARDE,MIERCOLES,EMILIA,CALLE 36 CARRERA 35-14,URBANA,TECNICO,"3,5344","-76,30583",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-08-25T00:00:00.000,2021,,TARDE,MIERCOLES,COLOMBINA,CALLE 30 CARRERA 17,URBANA,TECNICO,"3,5258","-76,2896",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-08-25T00:00:00.000,2021,,TARDE,MIERCOLES,COLOMBINA,CALLE 30 CARRERA 17,URBANA,TECNICO,"3,5258","-76,2896",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-08-25T00:00:00.000,2021,,TARDE,MIERCOLES,JARDIN,CARRERA 1 CALLE 32A,URBANA,TECNICO,"3,52732","-76,27757",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-08-25T00:00:00.000,2021,,NOCHE,MIERCOLES,SEMBRADOR,CALLE 21A CARRERA 19-82,URBANA,TECNICO,"3,51914","-76,29116",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
DAÑOS,2021-08-25T00:00:00.000,2021,,NOCHE,MIERCOLES,SEMBRADOR,CALLE 21A CARRERA 19-82,URBANA,TECNICO,"3,51914","-76,29116",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-08-26T00:00:00.000,2021,,NOCHE,JUEVES,CENTRO,CALLE 28 CARRERA 25,URBANA,TECNICO,"3,52488","-76,29673",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-08-26T00:00:00.000,2021,,NOCHE,JUEVES,CENTRO,CALLE 28 CARRERA 25,URBANA,TECNICO,"3,52488","-76,29673",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-08-27T00:00:00.000,2021,,MAÑANA,VIERNES,JARDIN,CARRERA 1 CALLE 33-19,URBANA,TECNICO,"3,52906","-76,27729",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-08-27T00:00:00.000,2021,,MAÑANA,VIERNES,JARDIN,CARRERA 1 CALLE 33-19,URBANA,TECNICO,"3,52906","-76,27729",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PARTICULAR,NO APLICA
HERIDOS,2021-08-27T00:00:00.000,2021,,MAÑANA,VIERNES,JARDIN,CARRERA 1 CALLE 33-19,URBANA,TECNICO,"3,52906","-76,27729",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-08-27T00:00:00.000,2021,,MAÑANA,VIERNES,JARDIN,CARRERA 1 CALLE 33-19,URBANA,TECNICO,"3,52906","-76,27729",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-27T00:00:00.000,2021,,MAÑANA,VIERNES,CENTRO,CALLE 31 CARRERA 32,URBANA,TECNICO,"3,52731","-76,29376",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-08-27T00:00:00.000,2021,,MAÑANA,VIERNES,CENTRO,CALLE 31 CARRERA 32,URBANA,TECNICO,"3,52731","-76,29376",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-08-27T00:00:00.000,2021,,MAÑANA,VIERNES,OLIMPICO,CARRERA 35 CALLE 27,URBANA,TECNICO,"3,52558","-76,30624",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-08-27T00:00:00.000,2021,,MAÑANA,VIERNES,OLIMPICO,CARRERA 35 CALLE 27,URBANA,TECNICO,"3,52558","-76,30624",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,INTERNATIONAL,PUBLICO,EXPRESO PALMIRA
DAÑOS,2021-08-27T00:00:00.000,2021,,MAÑANA,VIERNES,EMILIA,CARRERA 35 CALLE 36-61,URBANA,TECNICO,"3,53445","-76,30575",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
